Domain	SpendDate	SpendSum	SalesRevenue	ARank	QRank	Premium_yes	Total	STATUS
monexserv.com	2023-06-29 07:00:00	0	0	100000001	-1	0.0	27.0	Accepted
moreyouagency.com	2023-08-28 14:20:00	0	22379	32017152	615918	2.0	33.0	Accepted
morgantrust.org	2023-06-29 07:00:00	0	0	100000001	0	0.0	15.0	Rejected
motivationformaintenance.com	2023-07-31 07:00:00	0	0	100000001	-1	0.0	8.0	Accepted
mourabistro.com	2023-07-16 07:00:00	737	0	22504045	-1	0.0	2.0	Accepted
movingyourway.com	2023-06-29 07:00:00	0	0	26977316	-1	0.0	31.0	Rejected
mozzlab.shop	2023-08-19 20:12:00	0	4386	80158025	-1	0.0	2.0	Accepted
mtl.com.vn	2023-07-30 05:08:00	0	0	62381763	-1	0.0	2.0	Rejected
mtpleasantwashandwax.com	2023-06-29 07:00:00	0	0	34817110	-1	0.0	34.0	Rejected
myangelscare.com	2023-06-29 07:00:00	68	0	24758499	-1	3.0	35.0	Rejected
mycbs.work	2023-06-29 07:00:00	0	0	100000001	-1	0.0	3.0	Rejected
myempireroofing.com	2023-07-27 07:00:00	31	0	26613048	-1	0.0	8.0	Accepted
mylesallen.com	2023-06-29 07:00:00	0	0	100000001	0	0.0	2.0	Rejected
mynailtec.com	2023-06-29 07:00:00	176	12757	100000001	-1	0.0	13.0	Rejected
mysalonsuite.com/members/hillarie-roberson	2023-08-02 00:02:03	0	0	0	0	1.0	31.0	Accepted
namazakepaulimports.com	2023-06-29 07:00:00	39	6008	100000001	0	0.0	1.0	Accepted
negretesnotaries.com	2023-07-29 07:00:00	117	0	30415249	-1	2.0	33.0	Accepted
nextgenauto.net	2023-06-30 07:00:00	523	0	100000001	-1	1.0	36.0	Accepted
nextlevelmktg.com	2023-06-29 07:00:00	86	5965	100000001	0	1.0	28.0	Accepted
ngtc.com	2023-07-29 07:00:00	205	8902	56161860	-1	3.0	38.0	Accepted
niceenough.com	2023-07-16 07:00:00	563	38893	100000001	-1	0.0	2.0	Accepted
noahsark.net	2023-07-27 07:00:00	1242	77681	2443410	-1	2.0	35.0	Rejected
noblehousehotels.com	2023-07-31 07:00:00	1044	0	548528	180812	4.0	57.0	Accepted
nulimitcontractors.com	2023-07-31 07:00:00	102	10004	100000001	-1	3.0	49.0	Accepted
nuurez.com	2023-07-18 07:00:00	476	5640	26022574	-1	2.0	35.0	Accepted
nwcoffeesupply.com	2023-07-18 07:00:00	209	0	6842263	-1	0.0	11.0	Accepted
nwpropertyinvestmentsllc.com	2023-06-30 07:00:00	117	0	49900310	-1	1.0	28.0	Rejected
nymblsystems.com	2023-06-30 07:00:00	0	0	64425450	-1	0.0	6.0	Accepted
oakandivycollection.com	2023-06-30 07:00:00	37	0	100000001	0	1.0	25.0	Accepted
oakhillsprx.com	2023-07-29 07:00:00	24	0	24028771	-1	0.0	15.0	Rejected
oaklandthrive.org	2023-06-30 07:00:00	260	0	100000001	-1	0.0	1.0	Accepted
obrienmetal.com	2023-07-29 07:00:00	0	0	14205710	-1	0.0	3.0	Rejected
oceaniainc.net	2023-06-30 07:00:00	80	0	100000001	-1	0.0	33.0	Rejected
oceannafilms.com	2023-06-30 07:00:00	0	0	43675229	0	0.0	16.0	Accepted
oceanprograms.com	2023-07-31 07:00:00	2142	0	13821478	-1	0.0	27.0	Accepted
odysseybus.com	2023-06-30 07:00:00	0	0	64752373	-1	0.0	22.0	Accepted
oescgroup.com	2023-07-31 07:00:00	40	0	21707427	-1	1.0	29.0	Accepted
okcustomdetail.com	2023-07-24 02:20:00	0	7782	100000001	-1	0.0	26.0	Rejected
oldgregspizza.com	2023-07-15 07:00:00	1313	92376	14043149	-1	0.0	2.0	Accepted
omotoabaconsulting.com	2023-06-30 07:00:00	63	3833	100000001	0	0.0	1.0	Accepted
one.world	2023-08-08 11:08:00	0	0	6768356	-1	5.0	42.0	Accepted
one8solutions.com	2023-07-27 07:00:00	1624	31390	7270918	-1	3.0	60.0	Accepted
oneandonlypromos.com	2023-06-30 07:00:00	0	0	100000001	-1	0.0	22.0	Rejected
oneil4machinery.com	2023-06-30 07:00:00	0	0	56484982	-1	0.0	2.0	Accepted
optimumchemsolutions.com	2023-06-30 07:00:00	0	0	100000001	0	0.0	16.0	Accepted
organicrev.com	2023-07-15 07:00:00	1610	98164	14230779	-1	0.0	2.0	Accepted
otherleftventures.com	2023-06-30 07:00:00	350	22379	100000001	0	0.0	1.0	Accepted
ourvoicenc.org	2023-07-16 07:00:00	157	0	4005241	-1	0.0	2.0	Accepted
palletjunction.com	2023-07-30 07:00:00	647	42486	18541301	-1	2.0	51.0	Accepted
pamlicocft.com	2023-07-27 07:00:00	0	0	27550980	-1	1.0	20.0	Accepted
paperdollsboutiquestl.com	2023-07-16 07:00:00	86	5965	16582754	-1	1.0	40.0	Rejected
pathwaynpi.com	2023-07-09 07:00:00	1106	0	18824136	-1	3.0	48.0	Accepted
paul-stephens.com	2023-07-16 07:00:00	0	0	7185088	-1	1.0	22.0	Accepted
piecelovesoul.com	2023-07-01 07:00:00	434	31817	32415814	-1	3.0	53.0	Accepted
plasmonics-inc.com	2023-07-27 07:00:00	0	0	16882188	-1	0.0	21.0	Accepted
playmakercoach.com	2023-07-20 07:00:00	1153	0	15595053	-1	1.0	38.0	Accepted
plchoir.org	2023-07-16 07:00:00	350	20433	10011444	-1	1.0	21.0	Accepted
pmielpaso.com	2023-07-01 07:00:00	0	0	49098601	-1	0.0	4.0	Accepted
pocosinarts.org	2023-07-15 07:00:00	234	33131	6369210	704844	5.0	53.0	Accepted
pointzero.one	2023-07-02 07:00:00	159	9884	100000001	0	1.0	22.0	Accepted
popevalleywinery.com	2023-07-29 07:00:00	1087	69748	6872067	-1	4.0	38.0	Accepted
poppopentertainment.com	2023-07-02 07:00:00	0	0	100000001	0	0.0	13.0	Accepted
porticocollection.com	2023-07-30 07:00:00	57	0	17504329	-1	2.0	39.0	Accepted
practicemarcomm.com	2023-07-02 07:00:00	0	0	86377716	-1	0.0	26.0	Accepted
praesidioconsult.com	2023-07-02 07:00:00	0	0	100000001	0	0.0	16.0	Accepted
precisiontune.com	2023-07-31 07:00:00	159	0	1447120	20250	2.0	35.0	Accepted
preferredcg.com	2023-07-29 07:00:00	0	0	35562255	-1	0.0	27.0	Rejected
preferredcounsel.net	2023-07-30 22:00:00	27	160	64880198	-1	0.0	37.0	Accepted
prioritycommerce.com	2023-08-01 07:00:00	3534	0	54719393	-1	2.0	34.0	Accepted
prioritysoundengineering.com	2023-07-20 06:36:00	0	22379	100000001	-1	1.0	20.0	Accepted
priviamedicalgroup.com	2023-07-27 07:00:00	636	0	13603947	29826	5.0	66.0	Accepted
proaudioconsulting.com	2023-07-28 07:00:00	1164	0	76688716	-1	2.0	37.0	Accepted
promotionfitness.com	2023-07-02 07:00:00	373	0	100000001	-1	2.0	20.0	Accepted
provisionretirement.com	2023-08-24 09:19:00	0	0	60191564	-1	2.0	47.0	Rejected
ps.company	2023-07-14 07:00:00	389	26264	53168605	-1	1.0	27.0	Accepted
raanangroup.com	2023-07-03 07:00:00	30	0	100000001	-1	0.0	6.0	Rejected
ragenationapparel.com	2023-07-15 07:00:00	3455	226167	1839423	-1	15.0	67.0	Accepted
rainylakeonestop.com	2023-07-29 07:00:00	34	0	3396038	-1	2.0	37.0	Accepted
rajshreemart.com	2023-07-05 07:00:00	20	0	40783316	-1	0.0	31.0	Rejected
rca.org/churches/westside-oaks-church/	2023-10-01 00:02:00	0	0	0	0	2.0	34.0	Accepted
realemnproductions.com	2023-07-21 23:56:00	0	0	17136639	-1	0.0	25.0	Accepted
rebelleadershipgroup.com	2023-07-03 07:00:00	519	0	55168117	0	0.0	3.0	Accepted
redcedarhomesales.com	2023-07-30 07:00:00	27	0	31399700	-1	1.0	36.0	Accepted
redrunrite.com	2023-07-15 07:00:00	636	46793	36894367	-1	3.0	45.0	Accepted
relishburgerbar.com	2023-07-18 07:00:00	2056	0	17490876	-1	4.0	30.0	Accepted
resilienthha.com	2023-07-04 07:00:00	0	0	100000001	0	0.0	10.0	Rejected
retreat-greenlake.com	2023-07-15 07:00:00	400	41432	26742506	-1	1.0	26.0	Rejected
retrospectiveinc.com	2023-07-04 07:00:00	0	0	100000001	0	0.0	9.0	Accepted
revivemed.io	2023-07-08 07:00:00	0	0	9717463	-1	0.0	28.0	Accepted
riazcapital.com	2023-07-15 07:00:00	2362	115567	14718502	-1	6.0	54.0	Rejected
richardaparentdmd.com	2023-07-08 07:00:00	31	0	13150639	-1	2.0	31.0	Accepted
richardelectronics.com	2023-07-15 07:00:00	367	31441	100000001	-1	1.0	36.0	Accepted
richardgreenlyphoto.co.uk	2023-07-29 07:00:00	0	0	20930457	-1	0.0	14.0	Rejected
richardsllcpa.com	2023-07-16 07:00:00	31	0	100000001	-1	1.0	35.0	Accepted
ricostow.com	2023-07-08 22:00:00	40	0	100000001	-1	2.0	24.0	Accepted
riverstone.tech	2023-07-04 07:00:00	0	0	11903586	-1	0.0	12.0	Accepted
rkwallaceconsulting.com	2023-07-09 07:00:00	0	0	100000001	-1	0.0	13.0	Rejected
roaddoctors.com	2023-07-09 07:00:00	181	0	100000001	-1	0.0	23.0	Accepted
robcanlaw.com	2023-07-04 07:00:00	260	0	100000001	-1	2.0	36.0	Accepted
robertamichel.com	2023-07-09 07:00:00	350	0	2504672	-1	1.0	20.0	Accepted
rocksourceit.com	2023-07-09 07:00:00	45	0	100000001	-1	2.0	44.0	Rejected
rokitdrinks.com	2023-07-18 07:00:00	230	691	27128894	-1	3.0	36.0	Rejected
roucha.com	2023-07-31 07:00:00	1961	127865	15022865	-1	9.0	45.0	Accepted
roxvillehomes.com	2023-07-04 07:00:00	43	0	100000001	-1	0.0	1.0	Accepted
royleemarketing.com	2023-07-04 07:00:00	31	0	100000001	-1	1.0	40.0	Rejected
ruggedcoastal.com	2023-07-29 07:00:00	58	0	14952049	-1	1.0	50.0	Accepted
sa-eventservices.com	2023-07-29 07:00:00	0	0	30948786	-1	0.0	16.0	Accepted
sageunlimited.com	2023-07-04 07:00:00	0	0	100000001	0	0.0	16.0	Accepted
sagevacations.net	2023-07-04 07:00:00	223	0	100000001	-1	0.0	1.0	Accepted
samacontracting.org	2022-08-18 07:00:00	0	0	100000001	0	0.0	1.0	Accepted
samacontracting.org	2022-08-18 07:00:00	0	0	100000001	0	0.0	1.0	Accepted
sandstoneterrace.com	2023-07-09 10:44:00	0	23958	100000001	0	0.0	24.0	Accepted
santorejewelry.com	2023-07-05 07:00:00	855	59394	34736180	-1	3.0	41.0	Accepted
santoslloydlaw.com	2023-07-15 07:00:00	113	7726	21762572	-1	1.0	47.0	Accepted
sauvieislandstable.com	2023-07-05 07:00:00	350	22379	100000001	-1	1.0	23.0	Accepted
savannahcoffee.com	2023-07-16 07:00:00	402	12343	12470835	-1	0.0	3.0	Accepted
scottshayna.com	2023-07-15 07:00:00	115	7782	100000001	-1	0.0	34.0	Accepted
sembydesign.com	2023-07-18 07:00:00	392	0	8410094	-1	1.0	49.0	Accepted
sfs.org	2023-07-15 07:00:00	0	0	868584	-1	0.0	24.0	Accepted
shakewellbar.com	2023-07-05 07:00:00	0	0	17600930	-1	0.0	4.0	Accepted
shdistributing.com	2023-07-29 07:00:00	0	0	31472742	-1	0.0	22.0	Accepted
shieldministries.org	2023-07-29 07:00:00	115	7105	45669535	-1	0.0	42.0	Accepted
shopchosen.com	2023-07-05 07:00:00	0	0	47785371	0	0.0	18.0	Accepted
shopmindfulgifts.com	2023-07-15 07:00:00	911	63687	13707510	-1	10.0	71.0	Accepted
shortstackhousing.com	2023-07-05 07:00:00	553	38556	64880197	0	1.0	25.0	Accepted
shorttrip.com	2023-07-05 07:00:00	25	0	86780306	-1	0.0	36.0	Accepted
sierrabio.com	2023-07-23 07:00:00	0	0	78421617	-1	0.0	40.0	Accepted
simplyvirtualbookkeeping.com	2023-08-06 21:32:00	0	0	100000001	-1	5.0	47.0	Rejected
sjcleaningservices.com	2023-07-06 07:00:00	0	0	100000001	-1	1.0	18.0	Accepted
skilledkc.org	2023-07-29 07:00:00	900	0	21274844	-1	2.0	8.0	Accepted
skw-assoc.com	2023-08-13 01:08:00	0	0	100000001	-1	2.0	24.0	Accepted
sna-llc.com	2023-07-06 07:00:00	0	0	18571136	-1	0.0	4.0	Accepted
sovereignty.co	2023-07-16 07:00:00	1333	78302	12838136	709570	4.0	58.0	Rejected
spaceyacht.net	2023-07-29 07:00:00	1649	42560	10003690	308481	9.0	65.0	Accepted
splitrockdesign.com	2023-07-06 07:00:00	350	0	48993180	-1	1.0	32.0	Accepted
sportsvts.com	2023-07-29 07:00:00	373	0	18362834	-1	2.0	21.0	Rejected
stalwartplastics.com	2023-07-06 07:00:00	0	0	100000001	-1	0.0	8.0	Accepted
starexteriorsllc.com	2023-07-07 07:00:00	69	0	64248040	-1	0.0	5.0	Accepted
staycobblestone.com	2023-07-31 07:00:00	0	0	2989192	69363	0.0	34.0	Rejected
stephensbros.com	2023-09-16 21:56:00	0	6627	42187661	-1	2.0	29.0	Rejected
stlukesbrownsville.org	2023-07-07 07:00:00	12	0	62361550	-1	0.0	15.0	Accepted
stokesandspiehler.com	2023-07-29 07:00:00	1900	0	33411386	-1	5.0	41.0	Accepted
stonesthrowtech.org	2023-07-07 07:00:00	101	0	72445419	-1	0.0	26.0	Accepted
sundaybest.io	2023-08-16 17:24:00	0	0	100000001	-1	0.0	23.0	Accepted
sunshinenurserytoo.com	2023-07-27 07:00:00	0	0	100000001	0	0.0	6.0	Accepted
sussexpainrelief.com	2023-07-19 07:00:00	136	0	27735505	-1	1.0	17.0	Accepted
swborder.net	2023-07-08 07:00:00	0	0	100000001	-1	0.0	6.0	Accepted
sync-diagnostics.com	2023-07-08 07:00:00	9	75	100000001	-1	0.0	6.0	Accepted
synergyetherapy.com	2023-08-06 05:08:00	0	0	6313298	-1	3.0	50.0	Accepted
talnua.com	2023-07-30 05:08:00	0	11201	14251812	-1	0.0	48.0	Accepted
tandemresourcesolutions.com	2023-07-08 07:00:00	0	0	15361907	-1	0.0	9.0	Accepted
taurus-logistics-llc.business.site	2023-08-01 10:55:18	0	0	0	0	0.0	11.0	Accepted
tayloredhs.com	2023-07-08 07:00:00	0	0	100000001	0	0.0	5.0	Accepted
teamevanston.org	2023-07-16 07:00:00	0	0	25458827	-1	0.0	39.0	Accepted
theamandas.com	2023-07-29 07:00:00	0	0	13365748	-1	0.0	22.0	Rejected
thebumpster.com	2023-07-08 07:00:00	403	25906	31756667	-1	0.0	14.0	Accepted
theccsh.org	2023-07-09 07:00:00	0	0	4808371	-1	0.0	12.0	Accepted
thedicksteins.com	2023-07-09 07:00:00	0	0	100000001	0	0.0	16.0	Accepted
thedogwizard.com	2023-08-01 07:00:00	2253	0	10839452	-1	3.0	33.0	Accepted
thedominiongp.com	2023-07-09 07:00:00	0	0	100000001	-1	0.0	12.0	Accepted
thehartlaw.com	2023-07-16 07:00:00	350	22379	100000001	-1	1.0	28.0	Accepted
thehughesco.org	2023-08-01 07:00:00	0	0	60987510	0	0.0	1.0	Rejected
theinnatrsf.com	2023-07-29 07:00:00	256	0	843804	290167	4.0	51.0	Rejected
thepowerwithllc.com	2023-07-09 07:00:00	0	0	100000001	0	0.0	14.0	Accepted
therecoveryproject.net	2023-07-27 07:00:00	828	0	10356372	-1	4.0	46.0	Accepted
thesocialstage.com	2023-07-29 07:00:00	0	0	6492245	-1	0.0	28.0	Accepted
thevintagelbc.com	2023-07-13 07:48:00	0	25292	100000001	-1	2.0	25.0	Accepted
threelittleduckshawaii.com	2023-07-09 07:00:00	531	37475	46153914	-1	2.0	47.0	Accepted
tigerandthehorse.com	2023-07-09 07:00:00	0	0	100000001	0	0.0	1.0	Accepted
timberlinesouth.com	2023-07-09 07:00:00	0	0	100000001	-1	0.0	7.0	Rejected
tntmanufacturingllc.com	2023-08-30 12:44:00	0	7782	100000001	-1	0.0	24.0	Accepted
topofthesmokiescabin.com	2023-07-09 07:00:00	0	0	100000001	0	0.0	11.0	Accepted
topshelftampa.com	2023-07-15 07:00:00	166	0	22408666	-1	2.0	33.0	Accepted
transportwright.com	2023-07-09 07:00:00	20	0	100000001	-1	1.0	26.0	Accepted
trapeziummanagement.com	2023-07-09 07:00:00	0	0	100000001	0	0.0	1.0	Rejected
tsscimedia.com	2023-07-10 07:00:00	350	22379	100000001	-1	1.0	22.0	Accepted
tubbisice.com	2023-02-23 08:00:00	0	0	100000001	-1	0.0	1.0	Rejected
tuketu.com	2023-07-10 07:00:00	0	0	17058609	0	0.0	6.0	Accepted
twccalabama.com	2023-07-10 07:00:00	31	0	25461809	-1	2.0	37.0	Accepted
twomamabears.com	2023-07-15 07:00:00	248	0	25295634	-1	2.0	93.0	Accepted
txmetalx.com	2023-07-11 07:00:00	101	0	100000001	-1	0.0	30.0	Accepted
unicoconnect.com	2023-07-29 07:00:00	1063	0	16595111	-1	2.0	48.0	Rejected
untetheredtonguetiecenter.com	2023-07-11 07:00:00	240	0	40645155	-1	0.0	27.0	Accepted
urquhartsystems.com	2023-07-18 07:00:00	0	0	100000001	0	0.0	11.0	Accepted
utahfostercare.org	2023-07-29 07:00:00	413	0	1074230	282329	3.0	79.0	Accepted
valleyhay.com	2023-07-29 07:00:00	0	0	60949714	-1	0.0	14.0	Accepted
valuationsio.com	2023-07-10 07:00:00	0	0	100000001	-1	0.0	1.0	Accepted
vanburenandassociates.com	2023-07-12 07:00:00	192	0	55672110	-1	0.0	18.0	Accepted
vantagepoint-vail.com	2023-07-18 07:00:00	14	0	31103350	-1	1.0	36.0	Accepted
vbvf.org	2023-07-15 07:00:00	135	8554	21796080	-1	2.0	46.0	Accepted
vebababy.com	2023-07-19 07:35:00	0	48277	100000001	-1	2.0	41.0	Accepted
veryerictran.com	2023-07-12 22:00:00	350	22379	4159818	-1	1.0	20.0	Accepted
vinicolavarga.com	2023-07-13 07:00:00	0	0	100000001	-1	0.0	13.0	Accepted
vinnyslandscaping.godaddysites.com	2023-08-01 10:56:59	0	0	0	0	0.0	11.0	Accepted
virtualkitchenhall.com	2023-07-13 07:00:00	5	0	14419605	-1	0.0	47.0	Accepted
vonshay-emporium.ueniweb.com	2023-08-01 04:38:40	0	0	0	0	0.0	16.0	Rejected
wai.org	2023-08-01 07:00:00	1004	0	441162	143762	2.0	42.0	Accepted
wallyprojects.com	2023-07-16 07:00:00	51	6248	55061929	-1	1.0	24.0	Accepted
warrenmichaelsdigitalmarketingagency.com	2023-07-11 07:00:00	0	0	100000001	0	0.0	4.0	Rejected
washington-enterprises.com	2023-07-11 07:00:00	0	0	27482032	-1	0.0	6.0	Accepted
wealthassistants.com	2023-07-31 07:00:00	4069	230037	12802999	-1	3.0	25.0	Rejected
wealthsfg.com	2023-07-31 13:56:00	0	0	12190164	-1	1.0	41.0	Accepted
wellness-usa.com	2023-07-30 07:00:00	58	6462	21561208	-1	3.0	56.0	Rejected
westmainstudios.com	2023-07-29 07:00:00	86	5965	10571943	-1	1.0	25.0	Accepted
wfmmh.com	2023-07-12 07:00:00	115	7782	100000001	-1	0.0	28.0	Accepted
whatthefog.org	2023-02-23 08:00:00	0	0	100000001	0	0.0	1.0	Rejected
williamsconsultingllc.com	2023-07-31 07:00:00	127	0	15424066	-1	1.0	9.0	Accepted
willo.com	2023-07-29 07:00:00	1450	80194	135071	-1	6.0	80.0	Accepted
willysink.com	2023-07-12 07:00:00	143	0	100000001	-1	1.0	30.0	Accepted
wilridgewinery.com	2023-07-15 07:00:00	1015	178541	849647	-1	2.0	29.0	Accepted
windowsystemsoftexas.com	2023-07-29 07:00:00	48	0	55783247	-1	1.0	17.0	Accepted
wineresourcesllc.com	2023-07-13 07:00:00	20	400	14729228	-1	1.0	30.0	Rejected
wisconsinlions.org	2023-07-16 07:00:00	217	0	14161546	-1	1.0	33.0	Rejected
wolffurban.com	2023-07-12 07:00:00	350	0	18142344	-1	1.0	23.0	Accepted
woodybutts.com	2023-07-12 07:00:00	0	0	44326283	0	0.0	3.0	Accepted
wrcmaine.com	2023-08-21 17:24:00	0	22379	100000001	-1	1.0	23.0	Accepted
www.pbrgc.com	2023-07-01 07:00:00	0	0	86275761	0	0.0	0.0	Accepted
wydevco.com	2023-07-13 07:00:00	0	0	100000001	-1	0.0	13.0	Accepted
xxxclusivewineclub.com	2023-07-13 07:00:00	400	25798	100000001	-1	0.0	1.0	Accepted
yourautobuses.com	2023-07-13 07:00:00	0	0	100000001	0	0.0	13.0	Rejected
yourbookisyourhook.com	2023-07-31 07:00:00	317	0	6974214	-1	0.0	24.0	Accepted
zasloveaccounting.com	2023-07-13 07:00:00	397	25292	25964472	-1	2.0	23.0	Accepted
zixcorporation.com	2023-07-16 07:00:00	711	0	35596337	-1	2.0	34.0	Accepted
