Domain,FirstIndexed,LastIndexed,SalesRevenue,SpendDate,SpendSum,CompanyName,Vertical,State,Country,ARank,QRank
transportwright.com,1566774000000,1688886000000,0,1579177200000,20,,Travel,,,100000001,-1
transportwright.com,1566774000000,1688886000000,0,1688886000000,20,,Travel,,,100000001,-1
gstav.com,1422399600000,1690441200000,0,1426866960000,0,,Technology And Computing,IL,US,47719089,-1
gstav.com,1422399600000,1690441200000,0,1483890960000,31,,Technology And Computing,IL,US,47719089,-1
gstav.com,1422399600000,1690441200000,0,1535730960000,45,,Technology And Computing,IL,US,47719089,-1
gstav.com,1422399600000,1690441200000,0,1556466960000,61,,Technology And Computing,IL,US,47719089,-1
gstav.com,1422399600000,1690441200000,0,1690441200000,61,,Technology And Computing,IL,US,47719089,-1
lilliansnails.com,987544800000,1689490800000,0,999243900000,0,,Technology And Computing,MD,US,47789405,-1
lilliansnails.com,987544800000,1689490800000,0,1559115900000,9,,Technology And Computing,MD,US,47789405,-1
lilliansnails.com,987544800000,1689490800000,0,1564299900000,1078,,Technology And Computing,MD,US,47789405,-1
lilliansnails.com,987544800000,1689490800000,0,1605771900000,110,,Technology And Computing,MD,US,47789405,-1
lilliansnails.com,987544800000,1689490800000,0,1621323900000,327,,Technology And Computing,MD,US,47789405,-1
lilliansnails.com,987544800000,1689490800000,0,1631691900000,101,,Technology And Computing,MD,US,47789405,-1
lilliansnails.com,987544800000,1689490800000,0,1689490800000,101,,Technology And Computing,MD,US,47789405,-1
craftedhospitality.com,1434841200000,1690786800000,0,1439106960000,5,Crafted Hospitality,Art And Entertainment,,,119260,635181
craftedhospitality.com,1434841200000,1690786800000,0,1485762960000,0,Crafted Hospitality,Art And Entertainment,,,119260,635181
craftedhospitality.com,1434841200000,1690786800000,0,1490946960000,567,Crafted Hospitality,Art And Entertainment,,,119260,635181
craftedhospitality.com,1434841200000,1690786800000,0,1522050960000,1033,Crafted Hospitality,Art And Entertainment,,,119260,635181
craftedhospitality.com,1434841200000,1690786800000,0,1527234960000,1307,Crafted Hospitality,Art And Entertainment,,,119260,635181
craftedhospitality.com,1434841200000,1690786800000,0,1682754960000,1134,Crafted Hospitality,Art And Entertainment,,,119260,635181
craftedhospitality.com,1434841200000,1690786800000,0,1690786800000,1134,Crafted Hospitality,Art And Entertainment,,,119260,635181
advancere.com,1328256000000,1690614000000,16814,1334295300000,0,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1370583300000,5,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1484631300000,165,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1489815300000,672,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1515735300000,237,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1583127300000,196,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1640151300000,31,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
advancere.com,1328256000000,1690614000000,16814,1690614000000,31,Advance Real Estate Investors,Business And Industrial,NJ,US,10141849,-1
taurus-logistics-llc.business.site,1690887318814,0,0,0,0,,,,,0,0
baxteraerospace.com,1600383600000,1689750000000,0,1601873040000,0,Baxter Aerospace,Technology And Computing,,,100000001,-1
baxteraerospace.com,1600383600000,1689750000000,0,1632977040000,80,Baxter Aerospace,Technology And Computing,,,100000001,-1
baxteraerospace.com,1600383600000,1689750000000,0,1638161040000,88,Baxter Aerospace,Technology And Computing,,,100000001,-1
baxteraerospace.com,1600383600000,1689750000000,0,1648529040000,328,Baxter Aerospace,Technology And Computing,,,100000001,-1
baxteraerospace.com,1600383600000,1689750000000,0,1653713040000,240,Baxter Aerospace,Technology And Computing,,,100000001,-1
baxteraerospace.com,1600383600000,1689750000000,0,1689750000000,240,Baxter Aerospace,Technology And Computing,,,100000001,-1
valuationsio.com,1640764800000,1688972400000,0,1641568260000,0,Valuations IO LLC,Unknown,,,100000001,-1
valuationsio.com,1640764800000,1688972400000,0,1688972400000,0,Valuations IO LLC,Unknown,,,100000001,-1
intennasystems.com,1081666800000,1690668000000,0,1091816820000,0,Intenna Systems INC.,Technology And Computing,NJ,US,17797234,-1
intennasystems.com,1081666800000,1690668000000,0,1465064820000,16,Intenna Systems INC.,Technology And Computing,NJ,US,17797234,-1
intennasystems.com,1081666800000,1690668000000,0,1568744820000,31,Intenna Systems INC.,Technology And Computing,NJ,US,17797234,-1
intennasystems.com,1081666800000,1690668000000,0,1605032820000,240,Intenna Systems INC.,Technology And Computing,NJ,US,17797234,-1
intennasystems.com,1081666800000,1690668000000,0,1690668000000,240,Intenna Systems INC.,Technology And Computing,NJ,US,17797234,-1
manderleyexoticteas.com,1655794800000,1687849200000,0,1656329040000,36,,Unknown,,,100000001,-1
manderleyexoticteas.com,1655794800000,1687849200000,0,1661513040000,0,,Unknown,,,100000001,-1
manderleyexoticteas.com,1655794800000,1687849200000,0,1666697040000,10,,Unknown,,,100000001,-1
manderleyexoticteas.com,1655794800000,1687849200000,0,1687849200000,0,,Unknown,,,100000001,-1
geckogrillaz.com,1382655600000,1690786800000,0,1387791120000,0,,Food And Drink,AZ,US,21099219,-1
geckogrillaz.com,1382655600000,1690786800000,0,1538127120000,200,,Food And Drink,AZ,US,21099219,-1
geckogrillaz.com,1382655600000,1690786800000,0,1548495120000,716,,Food And Drink,AZ,US,21099219,-1
geckogrillaz.com,1382655600000,1690786800000,0,1626255120000,300,,Food And Drink,AZ,US,21099219,-1
geckogrillaz.com,1382655600000,1690786800000,0,1690786800000,300,,Food And Drink,AZ,US,21099219,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1394484240000,27,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1399668240000,0,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1404852240000,203,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1435956240000,30,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1456692240000,31,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1617396240000,51,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1622580240000,260,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1664052240000,229,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1674420240000,209,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
nwcoffeesupply.com,1389481200000,1689663600000,0,1689663600000,209,Northwest Coffee Supply,Food And Drink,WA,US,6842263,-1
cxdatalabs.com,1641024000000,1690668000000,0,1641851400000,0,CX Data Labs,Unknown,TX,US,100000001,-1
cxdatalabs.com,1641024000000,1690668000000,0,1690668000000,0,CX Data Labs,Unknown,TX,US,100000001,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1208813160000,0,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1452461160000,31,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1468013160000,148,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1488749160000,592,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1602797160000,796,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1607981160000,921,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1639085160000,718,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
gingerelizabeth.com,1200643200000,1690840800000,45678,1690840800000,718,Ginger Elizabeth Chocolates,Business And Industrial,CA,US,1763997,-1
ilovetocater.com,1640851200000,1687330800000,0,1641625860000,0,,,,,38072098,0
ilovetocater.com,1640851200000,1687330800000,0,1687330800000,0,,,,,38072098,0
efchildcare.com,1634626800000,1690441200000,0,1635557040000,0,,,,,100000001,0
efchildcare.com,1634626800000,1690441200000,0,1690441200000,0,,,,,100000001,0
crossbarco.com,1608019200000,1690614000000,7782,1609395780000,0,Cross Bar Company,Automotive And Vehicles,,,100000001,-1
crossbarco.com,1608019200000,1690614000000,7782,1630131780000,115,Cross Bar Company,Automotive And Vehicles,,,100000001,-1
crossbarco.com,1608019200000,1690614000000,7782,1690614000000,115,Cross Bar Company,Automotive And Vehicles,,,100000001,-1
minutemanpress.com,1191222000000,1690614000000,0,1199545200000,0,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1391353200000,165,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1412089200000,237,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1438009200000,447,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1453561200000,730,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1458745200000,800,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1505401200000,635,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1520953200000,1768,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1541689200000,1951,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1614265200000,2068,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1629817200000,3093,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1635001200000,5426,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1640185200000,5660,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1650553200000,5912,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1655737200000,4049,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1660921200000,3916,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
minutemanpress.com,1191222000000,1690614000000,0,1690614000000,3972,Minuteman Press International Inc,Technology And Computing,,,1124246,30364
charleshenryjames.com,1566774000000,1690095600000,0,1568829360000,0,,,,,5442080,0
charleshenryjames.com,1566774000000,1690095600000,0,1690095600000,0,,,,,5442080,0
motivationformaintenance.com,1434841200000,1690786800000,0,1439106960000,0,,Law, Govt And Politics,WA,US,100000001,-1
motivationformaintenance.com,1434841200000,1690786800000,0,1690786800000,0,,Law, Govt And Politics,WA,US,100000001,-1
echouses.com,1321398000000,1690441200000,0,1327548720000,0,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1369020720000,69,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1477884720000,107,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1483068720000,143,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1498620720000,37,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1519356720000,295,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1534908720000,1428,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1540092720000,1662,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1566012720000,1722,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1581564720000,1895,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1586748720000,1692,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1597116720000,1741,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1607484720000,2208,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1612668720000,2288,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1617852720000,2421,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1633404720000,2474,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1664508720000,2674,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1669692720000,370,,Unknown,SC,US,38908217,-1
echouses.com,1321398000000,1690441200000,0,1690441200000,370,,Unknown,SC,US,38908217,-1
greatheart.io,1613462400000,1687244400000,0,1614692100000,0,,,,,32713445,0
greatheart.io,1613462400000,1687244400000,0,1687244400000,0,,,,,32713445,0
preferredcounsel.net,1452038400000,1690754400000,160,1456017000000,0,Preferred Counsel,Shopping,TX,US,64880198,-1
preferredcounsel.net,1452038400000,1690754400000,160,1518225000000,9,Preferred Counsel,Shopping,TX,US,64880198,-1
preferredcounsel.net,1452038400000,1690754400000,160,1637457000000,14,Preferred Counsel,Shopping,TX,US,64880198,-1
preferredcounsel.net,1452038400000,1690754400000,160,1663377000000,27,Preferred Counsel,Shopping,TX,US,64880198,-1
preferredcounsel.net,1452038400000,1690754400000,160,1690754400000,27,Preferred Counsel,Shopping,TX,US,64880198,-1
theccsh.org,1362056400000,1688886000000,0,1367503560000,0,,Art And Entertainment,NY,US,4808371,-1
theccsh.org,1362056400000,1688886000000,0,1688886000000,0,,Art And Entertainment,NY,US,4808371,-1
l4capital.com,1362056400000,1687676400000,0,1367483400000,0,L4 Capital Partners,Real Estate,VA,US,72159114,-1
l4capital.com,1362056400000,1687676400000,0,1687676400000,0,L4 Capital Partners,Real Estate,VA,US,72159114,-1
jab-marketing.com,1362056400000,1689663600000,0,1367516520000,0,,,MA,US,55836448,-1
jab-marketing.com,1362056400000,1689663600000,0,1689663600000,0,,,MA,US,55836448,-1
lgvwines.com,1559516400000,1687676400000,25155,1561652400000,522,Le Grand Verre,Art And Entertainment,CA,US,6118877,-1
lgvwines.com,1559516400000,1687676400000,25155,1572020400000,553,Le Grand Verre,Art And Entertainment,CA,US,6118877,-1
lgvwines.com,1559516400000,1687676400000,25155,1618676400000,573,Le Grand Verre,Art And Entertainment,CA,US,6118877,-1
lgvwines.com,1559516400000,1687676400000,25155,1686068400000,914,Le Grand Verre,Art And Entertainment,CA,US,6118877,-1
lgvwines.com,1559516400000,1687676400000,25155,1691252400000,0,Le Grand Verre,Art And Entertainment,CA,US,6118877,-1
lgvwines.com,1559516400000,1687676400000,25155,1687676400000,914,Le Grand Verre,Art And Entertainment,CA,US,6118877,-1
jeffgoodin.com,1507158000000,1690700400000,7782,1510217040000,0,Creative Sports Ministries, Inc.,Style And Fashion,TX,US,75193025,-1
jeffgoodin.com,1507158000000,1690700400000,7782,1562057040000,9,Creative Sports Ministries, Inc.,Style And Fashion,TX,US,75193025,-1
jeffgoodin.com,1507158000000,1690700400000,7782,1603529040000,110,Creative Sports Ministries, Inc.,Style And Fashion,TX,US,75193025,-1
jeffgoodin.com,1507158000000,1690700400000,7782,1619081040000,101,Creative Sports Ministries, Inc.,Style And Fashion,TX,US,75193025,-1
jeffgoodin.com,1507158000000,1690700400000,7782,1670921040000,115,Creative Sports Ministries, Inc.,Style And Fashion,TX,US,75193025,-1
jeffgoodin.com,1507158000000,1690700400000,7782,1690700400000,115,Creative Sports Ministries, Inc.,Style And Fashion,TX,US,75193025,-1
bamsportscollectibles.com,1600383600000,1689750000000,0,1601873040000,0,,,,,100000001,0
bamsportscollectibles.com,1600383600000,1689750000000,0,1648529040000,6,,,,,100000001,0
bamsportscollectibles.com,1600383600000,1689750000000,0,1689750000000,6,,,,,100000001,0
macontrading.net,1611820800000,1686466800000,0,1613064900000,0,,Automotive And Vehicles,AR,US,100000001,-1
macontrading.net,1611820800000,1686466800000,0,1618248900000,350,,Automotive And Vehicles,AR,US,100000001,-1
macontrading.net,1611820800000,1686466800000,0,1654536900000,117,,Automotive And Vehicles,AR,US,100000001,-1
macontrading.net,1611820800000,1686466800000,0,1686466800000,117,,Automotive And Vehicles,AR,US,100000001,-1
legacyharbour.com,1296633600000,1687676400000,103646,1303150980000,0,Legacy Harbour Hotel &,Unknown,FL,US,39604935,-1
legacyharbour.com,1296633600000,1687676400000,103646,1666030980000,1149,Legacy Harbour Hotel &,Unknown,FL,US,39604935,-1
legacyharbour.com,1296633600000,1687676400000,103646,1681582980000,16,Legacy Harbour Hotel &,Unknown,FL,US,39604935,-1
legacyharbour.com,1296633600000,1687676400000,103646,1687676400000,1483,Legacy Harbour Hotel &,Unknown,FL,US,39604935,-1
rainylakeonestop.com,1354798800000,1690614000000,0,1360395720000,0,Rainy Lake One Stop,Law, Govt And Politics,MN,US,3396038,-1
rainylakeonestop.com,1354798800000,1690614000000,0,1458891720000,217,Rainy Lake One Stop,Law, Govt And Politics,MN,US,3396038,-1
rainylakeonestop.com,1354798800000,1690614000000,0,1661067720000,34,Rainy Lake One Stop,Law, Govt And Politics,MN,US,3396038,-1
rainylakeonestop.com,1354798800000,1690614000000,0,1690614000000,34,Rainy Lake One Stop,Law, Govt And Politics,MN,US,3396038,-1
farmhousepaintandsip.com,1488322800000,1690614000000,0,1491694320000,0,,Business And Industrial,WI,US,11317022,-1
farmhousepaintandsip.com,1488322800000,1690614000000,0,1507246320000,203,,Business And Industrial,WI,US,11317022,-1
farmhousepaintandsip.com,1488322800000,1690614000000,0,1543534320000,366,,Business And Industrial,WI,US,11317022,-1
farmhousepaintandsip.com,1488322800000,1690614000000,0,1690614000000,0,,Business And Industrial,WI,US,11317022,-1
talnua.com,1537830000000,1689490800000,11201,1540357680000,9,Talnua Distillery,Food And Drink,CO,US,14251812,-1
talnua.com,1537830000000,1689490800000,11201,1602565680000,110,Talnua Distillery,Food And Drink,CO,US,14251812,-1
talnua.com,1537830000000,1689490800000,11201,1612933680000,160,Talnua Distillery,Food And Drink,CO,US,14251812,-1
talnua.com,1537830000000,1689490800000,11201,1623301680000,150,Talnua Distillery,Food And Drink,CO,US,14251812,-1
talnua.com,1537830000000,1689490800000,11201,1675141680000,165,Talnua Distillery,Food And Drink,CO,US,14251812,-1
talnua.com,1537830000000,1689490800000,11201,1690693680000,0,Talnua Distillery,Food And Drink,CO,US,14251812,-1
talnua.com,1537830000000,1689490800000,11201,1689490800000,165,Talnua Distillery,Food And Drink,CO,US,14251812,-1
poppopentertainment.com,1647327600000,1688281200000,0,1648010160000,0,,,,,100000001,0
poppopentertainment.com,1647327600000,1688281200000,0,1688281200000,0,,,,,100000001,0
celebratemediagroup.com,1556838000000,1690873200000,0,1559071920000,0,Green Shoot Agency LLC,Business And Industrial,TX,US,35801102,-1
celebratemediagroup.com,1556838000000,1690873200000,0,1610911920000,21,Green Shoot Agency LLC,Business And Industrial,TX,US,35801102,-1
celebratemediagroup.com,1556838000000,1690873200000,0,1690873200000,31,Green Shoot Agency LLC,Business And Industrial,TX,US,35801102,-1
larrykeiter.com,1405296000000,1687676400000,0,1410002340000,9,,,,,85587331,0
larrykeiter.com,1405296000000,1687676400000,0,1435922340000,0,,,,,85587331,0
larrykeiter.com,1405296000000,1687676400000,0,1565522340000,37,,,,,85587331,0
larrykeiter.com,1405296000000,1687676400000,0,1687676400000,0,,,,,85587331,0
jellyfishcreates.com,1618902000000,1687417200000,22379,1620043920000,0,Jellyfish LLC,Business And Industrial,,,100000001,-1
jellyfishcreates.com,1618902000000,1687417200000,22379,1625227920000,16,Jellyfish LLC,Business And Industrial,,,100000001,-1
jellyfishcreates.com,1618902000000,1687417200000,22379,1682251920000,350,Jellyfish LLC,Business And Industrial,,,100000001,-1
jellyfishcreates.com,1618902000000,1687417200000,22379,1687417200000,350,Jellyfish LLC,Business And Industrial,,,100000001,-1
ballenstudios.com,1662534000000,1689750000000,0,1662987600000,0,,,,,100000001,0
ballenstudios.com,1662534000000,1689750000000,0,1689750000000,0,,,,,100000001,0
niceenough.com,1600383600000,1689490800000,38893,1601868720000,0,,Art And Entertainment,,,100000001,-1
niceenough.com,1600383600000,1689490800000,38893,1658892720000,145,,Art And Entertainment,,,100000001,-1
niceenough.com,1600383600000,1689490800000,38893,1684812720000,437,,Art And Entertainment,,,100000001,-1
niceenough.com,1600383600000,1689490800000,38893,1689490800000,563,,Art And Entertainment,,,100000001,-1
darlenemacauley.com,1448924400000,1690268400000,0,1452946800000,0,,,TX,US,100000001,-1
darlenemacauley.com,1448924400000,1690268400000,0,1572178800000,31,,,TX,US,100000001,-1
darlenemacauley.com,1448924400000,1690268400000,0,1690268400000,31,,,TX,US,100000001,-1
oakandivycollection.com,1630047600000,1688108400000,0,1631015280000,96,,,,,100000001,0
oakandivycollection.com,1630047600000,1688108400000,0,1636199280000,221,,,,,100000001,0
oakandivycollection.com,1630047600000,1688108400000,0,1667303280000,0,,,,,100000001,0
oakandivycollection.com,1630047600000,1688108400000,0,1672487280000,37,,,,,100000001,0
oakandivycollection.com,1630047600000,1688108400000,0,1688108400000,37,,,,,100000001,0
eventradiorentals.com,1071648000000,1690527600000,17209,1081962660000,0,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1299690660000,283,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1486314660000,40,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1564074660000,193,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1569258660000,402,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1610730660000,704,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1647018660000,1087,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1652202660000,552,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1662570660000,632,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eventradiorentals.com,1071648000000,1690527600000,17209,1690527600000,632,Event Radio Rentals Inc,Art And Entertainment,NY,US,44430440,-1
eatcoop.com,1564786800000,1690441200000,22379,1566881040000,0,Coop Miami,Food And Drink,Florida,US,31798883,-1
eatcoop.com,1564786800000,1690441200000,22379,1572065040000,20,Coop Miami,Food And Drink,Florida,US,31798883,-1
eatcoop.com,1564786800000,1690441200000,22379,1618721040000,16,Coop Miami,Food And Drink,Florida,US,31798883,-1
eatcoop.com,1564786800000,1690441200000,22379,1675745040000,249,Coop Miami,Food And Drink,Florida,US,31798883,-1
eatcoop.com,1564786800000,1690441200000,22379,1686113040000,350,Coop Miami,Food And Drink,Florida,US,31798883,-1
eatcoop.com,1564786800000,1690441200000,22379,1690441200000,350,Coop Miami,Food And Drink,Florida,US,31798883,-1
inlineps.com,1667631600000,1690614000000,0,1668014640000,57,Inline Pressure LLC,Unknown,OK,US,100000001,-1
inlineps.com,1667631600000,1690614000000,0,1678382640000,114,Inline Pressure LLC,Unknown,OK,US,100000001,-1
inlineps.com,1667631600000,1690614000000,0,1693934640000,0,Inline Pressure LLC,Unknown,OK,US,100000001,-1
inlineps.com,1667631600000,1690614000000,0,1690614000000,114,Inline Pressure LLC,Unknown,OK,US,100000001,-1
habilpr.com,1335510000000,1687158000000,0,1341370800000,0,Habil-Es Income Tax,Unknown,,US,100000001,-1
habilpr.com,1335510000000,1687158000000,0,1445050800000,9,Habil-Es Income Tax,Unknown,,US,100000001,-1
habilpr.com,1335510000000,1687158000000,0,1605754800000,110,Habil-Es Income Tax,Unknown,,US,100000001,-1
habilpr.com,1335510000000,1687158000000,0,1621306800000,101,Habil-Es Income Tax,Unknown,,US,100000001,-1
habilpr.com,1335510000000,1687158000000,0,1687158000000,0,Habil-Es Income Tax,Unknown,,US,100000001,-1
6thanddetroit.com,1458514800000,1689490800000,25292,1462364400000,0,6th And Detroit,Art And Entertainment,CA,US,18338107,-1
6thanddetroit.com,1458514800000,1689490800000,25292,1467548400000,16,6th And Detroit,Art And Entertainment,CA,US,18338107,-1
6thanddetroit.com,1458514800000,1689490800000,25292,1571228400000,39,6th And Detroit,Art And Entertainment,CA,US,18338107,-1
6thanddetroit.com,1458514800000,1689490800000,25292,1680092400000,296,6th And Detroit,Art And Entertainment,CA,US,18338107,-1
6thanddetroit.com,1458514800000,1689490800000,25292,1685276400000,397,6th And Detroit,Art And Entertainment,CA,US,18338107,-1
6thanddetroit.com,1458514800000,1689490800000,25292,1689490800000,397,6th And Detroit,Art And Entertainment,CA,US,18338107,-1
innovatenowllc.com,1566774000000,1690441200000,0,1568835120000,0,,Unknown,MA,US,16970058,-1
innovatenowllc.com,1566774000000,1690441200000,0,1690441200000,0,,Unknown,MA,US,16970058,-1
praesidioconsult.com,1580684400000,1688281200000,0,1582477680000,0,,,,,100000001,0
praesidioconsult.com,1580684400000,1688281200000,0,1688281200000,0,,,,,100000001,0
fleetfeetfresno.com,1422658800000,1690700400000,0,1427126160000,0,,Sports,CA,US,23399882,-1
fleetfeetfresno.com,1422658800000,1690700400000,0,1453046160000,203,,Sports,CA,US,23399882,-1
fleetfeetfresno.com,1422658800000,1690700400000,0,1690700400000,0,,Sports,CA,US,23399882,-1
zixcorporation.com,1107385200000,1689490800000,0,1117086960000,0,Zix Corporation,Business And Industrial,BL,CH,35596337,-1
zixcorporation.com,1107385200000,1689490800000,0,1376286960000,806,Zix Corporation,Business And Industrial,BL,CH,35596337,-1
zixcorporation.com,1107385200000,1689490800000,0,1417758960000,507,Zix Corporation,Business And Industrial,BL,CH,35596337,-1
zixcorporation.com,1107385200000,1689490800000,0,1459230960000,538,Zix Corporation,Business And Industrial,BL,CH,35596337,-1
zixcorporation.com,1107385200000,1689490800000,0,1689490800000,711,Zix Corporation,Business And Industrial,BL,CH,35596337,-1
factotumcoffee.com,1599375600000,1690527600000,7782,1600894800000,0,Factotum Coffee,Food And Drink,,,68911186,-1
factotumcoffee.com,1599375600000,1690527600000,7782,1606078800000,20,Factotum Coffee,Food And Drink,,,68911186,-1
factotumcoffee.com,1599375600000,1690527600000,7782,1642366800000,115,Factotum Coffee,Food And Drink,,,68911186,-1
factotumcoffee.com,1599375600000,1690527600000,7782,1690527600000,115,Factotum Coffee,Food And Drink,,,68911186,-1
battlebank.com,1252047600000,1690441200000,0,1259354160000,0,Battle Bank,Technology And Computing,,,32856013,-1
battlebank.com,1252047600000,1690441200000,0,1663706160000,270,Battle Bank,Technology And Computing,,,32856013,-1
battlebank.com,1252047600000,1690441200000,0,1674074160000,1603,Battle Bank,Technology And Computing,,,32856013,-1
battlebank.com,1252047600000,1690441200000,0,1679258160000,1842,Battle Bank,Technology And Computing,,,32856013,-1
